Charging Point Number,Transaction Start,Charge Start,Charge End,Transaction End,Start Wh,End Wh,Total Wh,Connect Time
6118,01/11/2020 11:40:56,01/11/2020 11:41:00,01/11/2020 13:07:35,01/11/2020 13:07:39,1248832,1254133,5301,86
6143,01/11/2020 14:07:26,01/11/2020 14:07:30,01/11/2020 18:31:24,01/11/2020 18:31:34,659485,675103,15618,264
6118,01/11/2020 13:29:50,01/11/2020 13:29:56,01/11/2020 15:32:29,01/11/2020 15:33:26,1254134,1261702,7568,123
6118,01/11/2020 18:01:45,01/11/2020 18:01:46,01/11/2020 20:45:53,01/11/2020 20:45:55,1261706,1266266,4560,164
6132,01/11/2020 20:17:56,01/11/2020 20:17:58,02/11/2020 03:47:11,02/11/2020 07:06:31,1984484,2009257,24773,648
6100,01/11/2020 17:34:42,01/11/2020 17:34:45,01/11/2020 21:07:16,01/11/2020 21:07:19,297441,306357,8916,212
6118,01/11/2020 22:29:11,01/11/2020 22:29:15,02/11/2020 01:14:18,02/11/2020 05:54:10,1266269,1274416,8147,444
6146,01/11/2020 18:58:07,01/11/2020 18:58:12,02/11/2020 07:35:15,02/11/2020 07:39:14,104561,124228,19667,761
6118,02/11/2020 08:36:13,02/11/2020 08:36:16,02/11/2020 11:41:01,02/11/2020 11:41:03,1274422,1282816,8394,184
6193,02/11/2020 11:40:58,02/11/2020 11:41:02,02/11/2020 13:50:24,02/11/2020 13:53:01,188470,195517,7047,132
6132,02/11/2020 18:39:59,02/11/2020 18:40:01,03/11/2020 00:20:27,03/11/2020 07:01:40,2009280,2026732,17452,741
6103,03/11/2020 05:09:19,03/11/2020 05:09:25,03/11/2020 07:03:05,03/11/2020 07:03:15,99344,105482,6138,113
6136,03/11/2020 02:02:33,03/11/2020 02:02:37,03/11/2020 08:39:38,03/11/2020 08:39:40,778677,802924,24247,397
6106,03/11/2020 09:47:32,03/11/2020 09:47:33,03/11/2020 13:13:39,03/11/2020 13:13:41,56474,62686,6212,206
6136,03/11/2020 13:50:08,03/11/2020 13:50:11,03/11/2020 17:42:41,03/11/2020 17:42:56,802937,816630,13693,232
6132,03/11/2020 18:43:56,03/11/2020 18:43:58,04/11/2020 02:18:58,04/11/2020 07:15:51,2026755,2051241,24486,751
6118,04/11/2020 08:01:15,04/11/2020 08:01:19,04/11/2020 08:31:43,04/11/2020 08:32:44,1282887,1284734,1847,31
6136,04/11/2020 00:11:59,04/11/2020 00:12:03,04/11/2020 08:45:54,04/11/2020 08:46:54,816647,848032,31385,514
6118,04/11/2020 09:20:28,04/11/2020 09:20:31,04/11/2020 09:20:47,04/11/2020 09:20:47,1284736,1284738,2,0
6118,04/11/2020 09:21:07,04/11/2020 09:21:11,04/11/2020 12:43:35,04/11/2020 14:34:15,1284738,1293109,8371,313
6133,03/11/2020 19:38:23,03/11/2020 19:38:25,04/11/2020 02:14:52,04/11/2020 10:06:56,198821,217722,18901,868
6193,04/11/2020 09:17:53,04/11/2020 09:17:57,04/11/2020 10:54:47,04/11/2020 12:22:20,195604,200737,5133,184
6132,04/11/2020 15:47:14,04/11/2020 15:47:15,04/11/2020 23:27:58,05/11/2020 07:11:35,2051258,2076014,24756,924
6184,04/11/2020 15:48:00,04/11/2020 15:48:01,04/11/2020 16:34:03,04/11/2020 16:34:05,45884,48482,2598,46
6131,04/11/2020 17:09:35,04/11/2020 17:09:37,04/11/2020 17:12:39,04/11/2020 17:12:41,0,42,42,3
6101,04/11/2020 16:33:39,04/11/2020 16:33:40,04/11/2020 17:47:39,04/11/2020 17:47:46,165927,170520,4593,74
6118,04/11/2020 18:15:09,04/11/2020 18:15:10,04/11/2020 22:10:47,04/11/2020 22:10:51,1293114,1308279,15165,235
6184,04/11/2020 22:41:25,04/11/2020 22:41:30,05/11/2020 08:20:29,05/11/2020 08:21:38,48497,74130,25633,580
6136,05/11/2020 08:28:43,05/11/2020 08:28:47,05/11/2020 10:40:55,05/11/2020 10:40:55,848087,856378,8291,132
6118,05/11/2020 08:37:58,05/11/2020 08:38:01,05/11/2020 11:09:37,05/11/2020 14:29:03,1308296,1313352,5056,351
6168,04/11/2020 18:55:45,04/11/2020 18:55:46,05/11/2020 03:45:54,05/11/2020 08:39:46,273513924,273542473,28549,824
6131,05/11/2020 08:55:33,05/11/2020 08:55:34,05/11/2020 08:56:47,05/11/2020 08:56:49,0,20,20,1
6167,05/11/2020 09:26:07,05/11/2020 09:26:08,05/11/2020 09:26:38,05/11/2020 09:26:41,0,0,0,0
6167,05/11/2020 09:31:04,05/11/2020 09:31:06,05/11/2020 09:34:07,05/11/2020 09:34:10,0,0,0,3
6197,05/11/2020 10:03:29,05/11/2020 10:03:30,05/11/2020 10:07:35,05/11/2020 10:07:38,0,66,66,4
6128,05/11/2020 10:39:07,05/11/2020 10:39:08,05/11/2020 10:40:57,05/11/2020 10:40:59,0,29,29,1
6191,05/11/2020 10:59:40,05/11/2020 10:59:42,05/11/2020 11:01:08,05/11/2020 11:01:10,0,23,23,1
6193,05/11/2020 09:23:06,05/11/2020 09:23:10,05/11/2020 11:32:53,05/11/2020 11:43:08,200780,207741,6961,140
6118,05/11/2020 18:08:38,05/11/2020 18:08:39,05/11/2020 21:08:19,05/11/2020 21:08:29,1313357,1324931,11574,179
6132,02/10/2020 23:06:10,02/10/2020 23:06:12,03/10/2020 07:55:48,03/10/2020 09:12:22,1297235,1327834,30599,606
6182,06/11/2020 00:00:11,06/11/2020 00:00:16,06/11/2020 01:34:34,06/11/2020 01:34:41,273027630,273032875,5245,94
6160,06/11/2020 10:54:59,06/11/2020 10:55:00,06/11/2020 10:56:24,06/11/2020 10:56:26,0,22,22,1
6167,06/11/2020 11:06:43,06/11/2020 11:06:45,06/11/2020 11:08:41,06/11/2020 11:08:43,0,32,32,2
6167,06/11/2020 11:30:28,06/11/2020 11:30:29,06/11/2020 11:32:07,06/11/2020 11:32:09,0,28,28,1
6151,06/11/2020 13:02:42,06/11/2020 13:02:48,06/11/2020 17:28:56,06/11/2020 17:58:53,101221229,101236000,14771,296
6143,06/11/2020 15:46:07,06/11/2020 15:46:11,06/11/2020 19:49:03,06/11/2020 19:49:03,675352,689887,14535,242
6132,06/11/2020 15:48:04,06/11/2020 15:48:06,07/11/2020 00:31:52,07/11/2020 10:26:44,2096262,2124747,28485,1118
6118,06/11/2020 16:36:27,06/11/2020 16:36:52,06/11/2020 20:05:33,06/11/2020 22:37:39,1324962,1332707,7745,361
6106,06/11/2020 09:42:30,06/11/2020 09:42:31,06/11/2020 16:54:17,06/11/2020 16:54:19,62869,69095,6226,431
6143,07/11/2020 09:57:44,07/11/2020 09:57:48,07/11/2020 15:41:58,07/11/2020 15:42:06,716989,737951,20962,344
6120,06/11/2020 21:42:00,06/11/2020 21:42:01,07/11/2020 11:11:09,07/11/2020 11:11:22,308226,357730,49504,809
6132,07/11/2020 15:00:45,07/11/2020 15:00:49,08/11/2020 04:37:39,08/11/2020 10:56:38,2124757,2172223,47466,1195
6175,08/11/2020 09:23:35,08/11/2020 09:23:39,08/11/2020 12:10:10,08/11/2020 12:11:13,274638214,274647532,9318,167
6155,08/11/2020 10:30:16,08/11/2020 10:30:17,08/11/2020 14:32:46,08/11/2020 14:32:48,271631386,271635906,4520,242
6104,08/11/2020 15:04:50,08/11/2020 15:04:50,08/11/2020 15:04:50,08/11/2020 15:05:41,81505,81505,0,0
6182,08/11/2020 15:11:25,08/11/2020 15:11:30,08/11/2020 17:28:30,08/11/2020 17:28:30,273033015,273040574,7559,137
6132,08/11/2020 20:12:11,08/11/2020 20:12:13,08/11/2020 20:12:14,08/11/2020 20:13:05,2172242,2172242,0,0
6132,08/11/2020 20:13:27,08/11/2020 20:13:28,08/11/2020 23:37:25,09/11/2020 06:16:41,2172242,2181791,9549,603
6146,08/11/2020 15:45:01,08/11/2020 15:45:05,08/11/2020 21:12:02,08/11/2020 22:17:40,124554,141900,17346,392
6118,09/11/2020 08:30:26,09/11/2020 08:30:29,09/11/2020 11:47:06,09/11/2020 13:12:35,1332801,1341351,8550,282
6168,09/11/2020 09:08:47,09/11/2020 09:08:49,09/11/2020 13:09:46,09/11/2020 13:09:46,273542670,273557055,14385,240
6193,09/11/2020 15:49:52,09/11/2020 15:49:57,09/11/2020 17:57:27,09/11/2020 17:57:32,207933,214917,6984,127
6132,09/11/2020 18:09:42,09/11/2020 18:09:44,09/11/2020 22:24:45,09/11/2020 22:24:47,2181814,2197198,15384,255
6118,09/11/2020 13:25:29,09/11/2020 13:25:30,09/11/2020 20:56:39,09/11/2020 21:31:49,1341351,1370581,29230,486
6120,09/11/2020 18:53:23,09/11/2020 18:53:28,09/11/2020 20:55:06,10/11/2020 06:44:17,357874,364627,6753,710
6155,09/11/2020 15:17:12,09/11/2020 15:17:13,10/11/2020 07:37:51,10/11/2020 12:50:37,271635980,271692776,56796,1293
6132,10/11/2020 15:48:02,10/11/2020 15:48:04,10/11/2020 23:15:12,11/11/2020 07:05:43,2197232,2221493,24261,917
6118,10/11/2020 16:08:22,10/11/2020 16:08:35,10/11/2020 19:12:58,10/11/2020 19:41:37,1370614,1378867,8253,213
6120,10/11/2020 19:04:04,10/11/2020 19:04:08,10/11/2020 21:08:29,11/11/2020 08:18:34,364659,371631,6972,794
6136,11/11/2020 11:46:33,11/11/2020 11:46:38,11/11/2020 16:22:48,11/11/2020 16:23:01,856693,873837,17144,276
6193,11/11/2020 09:16:36,11/11/2020 09:16:41,11/11/2020 11:25:38,11/11/2020 12:22:18,214997,222034,7037,185
6132,11/11/2020 15:47:53,11/11/2020 15:47:55,11/11/2020 21:48:42,12/11/2020 07:03:25,2221510,2240406,18896,915
6118,11/11/2020 16:11:06,11/11/2020 16:11:07,11/11/2020 19:23:19,11/11/2020 19:23:21,1378898,1384596,5698,192
6168,11/11/2020 19:06:48,11/11/2020 19:06:51,12/11/2020 00:44:16,12/11/2020 08:31:15,273557170,273574307,17137,804
6175,11/11/2020 20:27:45,11/11/2020 20:27:49,12/11/2020 02:58:29,12/11/2020 12:55:40,274647690,274666924,19234,987
6151,11/11/2020 17:24:18,11/11/2020 17:24:23,12/11/2020 07:50:15,12/11/2020 07:50:39,101236307,101287336,51029,866
6193,12/11/2020 09:09:59,12/11/2020 09:10:04,12/11/2020 09:52:25,12/11/2020 09:52:40,222076,224542,2466,42
6118,12/11/2020 11:36:51,12/11/2020 11:36:57,12/11/2020 16:36:56,12/11/2020 16:37:17,1384623,1402132,17509,300
6132,12/11/2020 17:19:21,12/11/2020 17:19:23,13/11/2020 00:19:18,13/11/2020 07:12:52,2240426,2262598,22172,833
6189,12/11/2020 15:31:54,12/11/2020 15:31:56,12/11/2020 23:35:57,13/11/2020 05:41:09,273379130,273403855,24725,849
6118,13/11/2020 08:39:49,13/11/2020 08:39:53,13/11/2020 14:02:08,13/11/2020 14:30:58,1402156,1410522,8366,351
6177,13/11/2020 10:38:01,13/11/2020 10:38:03,13/11/2020 12:53:39,13/11/2020 12:53:41,51087,58749,7662,135
6101,13/11/2020 09:02:28,13/11/2020 09:02:35,13/11/2020 13:41:35,13/11/2020 15:34:28,171047,185791,14744,392
6132,13/11/2020 16:00:09,13/11/2020 16:00:11,13/11/2020 21:42:51,14/11/2020 09:52:15,2262616,2279982,17366,1072
6189,13/11/2020 16:50:43,13/11/2020 16:50:46,14/11/2020 01:47:51,14/11/2020 07:28:56,273403877,273431711,27834,878
6184,13/11/2020 19:50:33,13/11/2020 19:50:34,14/11/2020 10:03:02,14/11/2020 10:03:04,74550,124120,49570,852
6144,14/11/2020 11:05:15,14/11/2020 11:05:20,14/11/2020 11:31:56,14/11/2020 11:32:03,131425,133025,1600,26
6133,14/11/2020 12:06:43,14/11/2020 12:06:47,14/11/2020 17:14:06,14/11/2020 17:14:23,218317,236421,18104,307
6132,14/11/2020 20:38:03,14/11/2020 20:38:06,15/11/2020 03:51:45,15/11/2020 14:20:55,2280004,2303644,23640,1062
6118,14/11/2020 23:53:03,14/11/2020 23:53:36,15/11/2020 00:06:03,15/11/2020 08:52:35,1410599,1411350,751,539
6136,15/11/2020 12:04:51,15/11/2020 12:04:56,15/11/2020 13:53:11,15/11/2020 13:54:12,874040,880475,6435,109
6118,15/11/2020 12:39:39,15/11/2020 12:39:42,15/11/2020 14:51:01,15/11/2020 14:51:57,1411359,1419433,8074,132
6188,15/11/2020 15:25:36,15/11/2020 15:25:38,15/11/2020 17:42:19,15/11/2020 17:42:21,274178139,274184946,6807,136
6155,15/11/2020 15:50:53,15/11/2020 15:50:54,15/11/2020 17:53:25,15/11/2020 17:53:27,271693145,271694926,1781,122
6119,15/11/2020 09:05:28,15/11/2020 09:05:29,15/11/2020 21:22:15,15/11/2020 21:30:35,604356,642029,37673,745
6184,15/11/2020 21:46:37,15/11/2020 21:46:40,15/11/2020 22:50:06,15/11/2020 22:51:04,124194,127957,3763,64
6151,15/11/2020 11:30:49,15/11/2020 11:30:50,15/11/2020 23:08:22,15/11/2020 23:08:27,101287485,101328423,40938,697
6184,15/11/2020 23:51:52,15/11/2020 23:51:56,16/11/2020 05:34:22,16/11/2020 08:25:30,127959,147813,19854,513
6189,15/11/2020 16:24:50,15/11/2020 16:24:52,16/11/2020 05:46:42,16/11/2020 05:47:31,273431771,273453797,22026,802
6118,15/11/2020 17:52:38,15/11/2020 17:52:39,16/11/2020 02:38:50,16/11/2020 06:47:35,1419438,1451656,32218,774
6120,15/11/2020 16:54:04,15/11/2020 16:54:09,15/11/2020 19:01:23,16/11/2020 07:12:14,371914,378976,7062,858
6193,16/11/2020 09:03:44,16/11/2020 09:04:02,16/11/2020 11:07:51,16/11/2020 12:01:49,224734,231519,6785,178
6147,16/11/2020 08:36:13,16/11/2020 08:36:17,16/11/2020 12:20:42,16/11/2020 12:57:04,99766,108386,8620,260
6115,14/11/2020 17:44:41,14/11/2020 17:44:42,15/11/2020 10:30:42,16/11/2020 15:04:57,303570,364275,60705,2720
6132,16/11/2020 15:56:16,16/11/2020 15:56:18,16/11/2020 21:55:06,17/11/2020 07:13:16,2303695,2322081,18386,917
6118,16/11/2020 12:31:36,16/11/2020 12:31:39,16/11/2020 15:58:50,16/11/2020 15:59:10,1451669,1463783,12114,207
6118,16/11/2020 17:58:35,16/11/2020 17:58:36,16/11/2020 20:37:50,16/11/2020 20:37:52,1463788,1470814,7026,159
6189,16/11/2020 16:44:16,16/11/2020 16:44:18,17/11/2020 05:38:22,17/11/2020 05:38:24,273453819,273478213,24394,774
6118,17/11/2020 09:06:42,17/11/2020 09:07:02,17/11/2020 12:20:37,17/11/2020 13:45:51,1470840,1479208,8368,279
6132,17/11/2020 15:43:55,17/11/2020 15:43:57,17/11/2020 22:20:17,18/11/2020 07:24:18,2322098,2343020,20922,940
6111,17/11/2020 09:52:21,17/11/2020 09:52:22,17/11/2020 16:21:28,17/11/2020 16:21:30,88402,94721,6319,389
6189,17/11/2020 15:57:00,17/11/2020 15:57:03,17/11/2020 19:04:24,17/11/2020 19:04:26,273478233,273488862,10629,187
6104,17/11/2020 13:58:39,17/11/2020 13:58:43,17/11/2020 20:04:47,17/11/2020 20:06:03,82151,92766,10615,367
6189,17/11/2020 19:19:07,17/11/2020 19:19:09,18/11/2020 00:06:47,18/11/2020 05:43:07,273488862,273502590,13728,624
6120,17/11/2020 20:30:50,17/11/2020 20:30:55,17/11/2020 22:33:49,18/11/2020 06:45:27,379078,385958,6880,614
6143,17/11/2020 15:52:42,17/11/2020 15:52:48,18/11/2020 11:03:28,18/11/2020 11:03:37,769672,806085,36413,1150
6132,18/11/2020 15:43:02,18/11/2020 15:43:04,18/11/2020 21:19:00,19/11/2020 07:15:22,2343037,2360324,17287,932
6143,18/11/2020 16:45:57,18/11/2020 16:46:00,18/11/2020 19:33:13,18/11/2020 19:33:13,806097,815955,9858,167
6155,18/11/2020 22:33:22,18/11/2020 22:33:26,19/11/2020 01:11:04,19/11/2020 01:11:29,271695156,271703665,8509,158
6189,18/11/2020 17:10:42,18/11/2020 17:10:44,19/11/2020 01:17:12,19/11/2020 06:32:22,273502612,273527625,25013,801
6118,19/11/2020 08:38:36,19/11/2020 08:38:39,19/11/2020 11:53:59,19/11/2020 12:24:46,1479292,1487488,8196,226
6193,19/11/2020 08:57:08,19/11/2020 08:57:12,19/11/2020 11:07:46,19/11/2020 11:18:34,231658,238759,7101,141
6132,19/11/2020 15:46:52,19/11/2020 15:46:54,19/11/2020 22:40:13,20/11/2020 07:12:53,2360341,2381760,21419,926
6127,19/11/2020 15:58:17,19/11/2020 15:58:20,19/11/2020 19:16:06,19/11/2020 19:16:09,154384,167013,12629,197
6111,19/11/2020 09:38:25,19/11/2020 09:38:27,19/11/2020 16:31:41,19/11/2020 16:31:43,94818,101053,6235,413
6189,19/11/2020 15:19:36,19/11/2020 15:19:38,19/11/2020 17:07:41,19/11/2020 17:07:43,273527643,273533748,6105,108
6175,19/11/2020 17:56:01,19/11/2020 17:56:06,20/11/2020 00:40:53,20/11/2020 10:28:00,274667264,274687044,19780,991
6104,19/11/2020 12:35:01,19/11/2020 12:35:05,19/11/2020 18:38:00,19/11/2020 18:39:28,92888,103374,10486,364
6189,19/11/2020 17:29:00,19/11/2020 17:29:02,20/11/2020 05:02:07,20/11/2020 05:02:09,273533749,273546274,12525,693
6120,19/11/2020 20:17:07,19/11/2020 20:17:10,19/11/2020 22:19:25,20/11/2020 06:45:43,386052,392828,6776,628
6118,20/11/2020 09:52:22,20/11/2020 09:52:25,20/11/2020 14:01:25,20/11/2020 14:35:05,1487516,1496127,8611,282
6193,20/11/2020 09:05:33,20/11/2020 09:05:38,20/11/2020 11:10:28,20/11/2020 12:25:52,238803,245523,6720,200
6132,20/11/2020 15:40:26,20/11/2020 15:40:28,20/11/2020 22:28:33,21/11/2020 08:02:20,2381776,2403255,21479,981
6155,20/11/2020 14:45:19,20/11/2020 14:45:20,20/11/2020 17:57:31,20/11/2020 17:57:34,271703778,271707231,3453,192
6118,20/11/2020 20:54:31,20/11/2020 20:54:32,21/11/2020 06:16:02,21/11/2020 07:10:09,1496134,1530829,34695,615
6136,20/11/2020 18:39:44,20/11/2020 18:39:45,21/11/2020 08:06:19,21/11/2020 08:06:21,880755,914113,33358,806
6189,20/11/2020 17:56:11,20/11/2020 17:56:13,21/11/2020 08:34:44,21/11/2020 08:34:56,273546300,273569516,23216,878
6189,20/11/2020 17:56:11,20/11/2020 17:56:13,21/11/2020 08:34:44,21/11/2020 08:34:56,273546300,273569516,23216,878
6189,20/11/2020 17:56:11,20/11/2020 17:56:13,21/11/2020 08:34:44,21/11/2020 08:34:56,273546300,273569516,23216,878
6136,21/11/2020 11:22:18,21/11/2020 11:22:21,21/11/2020 17:06:33,21/11/2020 17:06:35,914121,935295,21174,344
6116,21/11/2020 10:52:38,21/11/2020 10:52:39,21/11/2020 12:59:50,21/11/2020 13:00:12,347644,355623,7979,127
6139,21/11/2020 13:26:13,21/11/2020 13:26:39,21/11/2020 16:52:32,21/11/2020 16:53:03,240943,253722,12779,206
6193,21/11/2020 11:46:51,21/11/2020 11:46:55,21/11/2020 13:53:10,21/11/2020 14:41:26,245570,252469,6899,174
6169,22/11/2020 12:58:59,22/11/2020 12:59:01,22/11/2020 14:53:57,22/11/2020 14:57:55,273220889,273224085,3196,118
6133,21/11/2020 14:19:48,21/11/2020 14:19:49,22/11/2020 02:54:14,22/11/2020 13:37:47,236833,280668,43835,1397
6120,22/11/2020 10:04:27,22/11/2020 10:04:33,22/11/2020 12:09:57,22/11/2020 15:03:40,392954,399811,6857,299
6120,22/11/2020 15:42:38,22/11/2020 15:42:42,22/11/2020 19:55:33,22/11/2020 19:56:32,399813,415880,16067,253
6100,22/11/2020 17:47:30,22/11/2020 17:47:33,22/11/2020 20:43:40,22/11/2020 20:43:43,307530,315938,8408,176
6132,21/11/2020 13:33:08,21/11/2020 13:33:13,22/11/2020 02:36:32,22/11/2020 21:32:04,2403266,2448634,45368,1918
6189,22/11/2020 16:42:50,22/11/2020 16:42:52,23/11/2020 05:29:16,23/11/2020 05:29:18,273569578,273586321,16743,766
6184,22/11/2020 15:32:08,22/11/2020 15:32:09,23/11/2020 07:45:31,23/11/2020 07:45:33,148127,183960,35833,973
6193,23/11/2020 09:07:37,23/11/2020 09:07:40,23/11/2020 11:17:37,23/11/2020 12:40:32,252555,259610,7055,212
6143,23/11/2020 10:07:33,23/11/2020 10:07:34,23/11/2020 13:00:37,23/11/2020 13:00:39,816190,825837,9647,173
6147,23/11/2020 10:49:58,23/11/2020 10:50:01,23/11/2020 14:19:52,23/11/2020 14:32:19,108848,117351,8503,222
6147,23/11/2020 10:49:58,23/11/2020 10:50:01,23/11/2020 14:19:52,23/11/2020 14:32:19,108848,117351,8503,222
6147,23/11/2020 10:49:58,23/11/2020 10:50:01,23/11/2020 14:19:52,23/11/2020 14:32:19,108848,117351,8503,222
6147,23/11/2020 10:49:58,23/11/2020 10:50:01,23/11/2020 14:19:52,23/11/2020 14:32:19,108848,117351,8503,222
6147,23/11/2020 10:49:58,23/11/2020 10:50:01,23/11/2020 14:19:52,23/11/2020 14:32:19,108848,117351,8503,222
6139,23/11/2020 15:39:20,23/11/2020 15:39:34,23/11/2020 17:32:46,23/11/2020 17:38:00,253859,260800,6941,118
6132,23/11/2020 15:40:40,23/11/2020 15:40:42,23/11/2020 20:32:56,24/11/2020 07:00:27,2448670,2462727,14057,919
6189,23/11/2020 17:14:05,23/11/2020 17:14:07,24/11/2020 05:24:22,24/11/2020 05:24:24,273586345,273611031,24686,730
6120,23/11/2020 21:15:19,23/11/2020 21:15:23,23/11/2020 23:22:40,24/11/2020 07:33:41,415944,423011,7067,618
6193,24/11/2020 09:10:23,24/11/2020 09:10:27,24/11/2020 09:39:38,24/11/2020 09:40:04,259651,261355,1704,29
6147,24/11/2020 08:31:47,24/11/2020 08:31:50,24/11/2020 11:48:15,24/11/2020 12:18:39,117401,124405,7004,226
6104,24/11/2020 10:57:29,24/11/2020 10:57:32,24/11/2020 14:52:43,24/11/2020 14:55:22,103712,110478,6766,237
6118,24/11/2020 08:54:44,24/11/2020 08:54:52,24/11/2020 15:44:24,24/11/2020 15:44:36,1530928,1554542,23614,409
6132,24/11/2020 15:44:31,24/11/2020 15:44:33,24/11/2020 23:02:03,25/11/2020 07:10:35,2462744,2485813,23069,926
6115,24/11/2020 14:37:44,24/11/2020 14:37:46,24/11/2020 16:41:21,24/11/2020 16:41:35,364670,372446,7776,123
6189,24/11/2020 16:39:30,24/11/2020 16:39:33,24/11/2020 16:51:20,24/11/2020 16:51:22,273611053,273611718,665,11
6153,24/11/2020 16:54:33,24/11/2020 16:54:36,24/11/2020 21:13:04,24/11/2020 21:25:02,282593883,282604569,10686,270
6118,24/11/2020 22:59:35,24/11/2020 22:59:39,24/11/2020 23:28:06,24/11/2020 23:28:14,1554553,1556302,1749,28
6189,24/11/2020 17:16:51,24/11/2020 17:16:53,25/11/2020 05:28:25,25/11/2020 05:28:27,273611719,273638224,26505,731
6120,24/11/2020 19:57:22,24/11/2020 19:57:25,24/11/2020 20:52:58,25/11/2020 07:33:57,423049,425846,2797,696
6190,25/11/2020 10:48:13,25/11/2020 10:48:14,25/11/2020 10:51:04,25/11/2020 10:51:06,0,48,48,2
6190,25/11/2020 11:21:43,25/11/2020 11:21:44,25/11/2020 11:22:58,25/11/2020 11:23:00,0,21,21,1
6154,25/11/2020 11:43:59,25/11/2020 11:44:00,25/11/2020 11:49:23,25/11/2020 11:49:27,0,89,89,5
6154,25/11/2020 12:06:23,25/11/2020 12:06:24,25/11/2020 12:09:14,25/11/2020 12:09:16,65,113,48,2
6132,25/11/2020 15:49:02,25/11/2020 15:49:03,25/11/2020 23:09:24,26/11/2020 07:13:42,2485830,2509159,23329,924
6136,25/11/2020 15:55:19,25/11/2020 15:55:24,25/11/2020 20:48:26,25/11/2020 20:49:04,935512,953749,18237,293
6189,25/11/2020 16:01:33,25/11/2020 16:01:36,25/11/2020 16:18:02,25/11/2020 16:18:04,273638245,273639170,925,16
6189,25/11/2020 16:45:13,25/11/2020 16:45:15,26/11/2020 05:30:19,26/11/2020 05:30:21,273639170,273673373,34203,765
6118,26/11/2020 11:53:46,26/11/2020 11:53:49,26/11/2020 14:33:29,26/11/2020 14:33:31,1556372,1564274,7902,159
6118,26/11/2020 11:53:46,26/11/2020 11:53:49,26/11/2020 14:33:29,26/11/2020 14:33:31,1556372,1564274,7902,159
6118,26/11/2020 11:53:46,26/11/2020 11:53:49,26/11/2020 14:33:29,26/11/2020 14:33:31,1556372,1564274,7902,159
6155,26/11/2020 14:27:35,26/11/2020 14:27:36,26/11/2020 14:27:41,26/11/2020 14:37:13,271707652,271707653,1,9
6155,26/11/2020 14:38:11,26/11/2020 14:38:12,26/11/2020 14:38:16,26/11/2020 14:39:44,271707653,271707653,0,1
6155,26/11/2020 14:40:32,26/11/2020 14:40:33,26/11/2020 14:40:36,26/11/2020 14:42:21,271707653,271707653,0,1
6132,26/11/2020 15:42:51,26/11/2020 15:42:53,26/11/2020 21:25:45,27/11/2020 07:09:22,2509176,2526398,17222,926
6168,26/11/2020 20:35:53,26/11/2020 20:35:55,27/11/2020 02:07:47,27/11/2020 08:48:55,273575039,273592059,17020,733
6189,26/11/2020 17:04:30,26/11/2020 17:04:32,27/11/2020 06:32:05,27/11/2020 06:32:07,273673396,273704037,30641,807
6118,26/11/2020 20:24:30,26/11/2020 20:24:31,27/11/2020 07:26:32,27/11/2020 07:26:38,1564287,1593845,29558,662
6155,26/11/2020 14:42:56,26/11/2020 14:42:57,27/11/2020 03:51:13,27/11/2020 10:06:41,271707653,271752025,44372,1163
6132,27/11/2020 15:43:02,27/11/2020 15:43:02,27/11/2020 23:31:00,28/11/2020 07:44:21,2526416,2551053,24637,961
6143,27/11/2020 15:52:01,27/11/2020 15:52:06,27/11/2020 19:41:42,27/11/2020 19:41:44,826046,839200,13154,229
6104,27/11/2020 12:47:34,27/11/2020 12:47:39,27/11/2020 19:00:13,27/11/2020 19:36:00,110688,121388,10700,408
6155,27/11/2020 17:24:58,27/11/2020 17:24:59,27/11/2020 20:17:25,27/11/2020 20:17:27,271752047,271754881,2834,172
6189,27/11/2020 15:34:00,27/11/2020 15:34:02,28/11/2020 01:56:19,28/11/2020 07:48:43,273704055,273736324,32269,974
6118,28/11/2020 13:52:50,28/11/2020 13:52:54,28/11/2020 16:44:32,28/11/2020 16:44:37,1593886,1602473,8587,171
6136,28/11/2020 14:23:55,28/11/2020 14:23:58,28/11/2020 16:51:42,28/11/2020 16:51:44,953902,962448,8546,147
6132,28/11/2020 18:55:59,28/11/2020 18:56:00,29/11/2020 03:26:13,29/11/2020 07:46:36,2551075,2578720,27645,770
6119,28/11/2020 14:21:22,28/11/2020 14:21:24,28/11/2020 21:47:29,28/11/2020 21:47:31,642836,665656,22820,446
